loan_id,payment_amount,payment_date,missed
11595,122,2015-03-16,1
11595,106,2015-04-16,0
11547,1735,2003-06-20,0
11547,1393,2003-07-29,1
11547,1012,2003-08-09,1
11547,1569,2003-08-31,0
11547,1748,2003-10-11,1
11547,1701,2003-11-21,1
11547,1371,2003-12-21,0
11221,1511,2009-07-14,1
11221,2454,2009-07-29,1
11221,2560,2009-08-17,1
11221,2345,2009-09-22,1
11221,1741,2009-10-15,0
11221,2192,2009-12-02,0
11221,2088,2010-01-08,0
11221,1678,2010-01-20,1
11221,1480,2010-03-06,1
11484,247,2013-04-28,0
11484,208,2013-05-08,0
11484,289,2013-06-08,0
11484,155,2013-07-18,1
11484,233,2013-07-29,1
11484,169,2013-08-24,0
11561,1124,2000-07-30,1
11561,1099,2000-09-16,1
11561,1797,2000-10-26,1
11561,1056,2000-11-05,0
11561,1846,2000-12-11,0
11561,1087,2001-01-13,0
11561,1703,2001-02-21,0
11283,1597,2001-05-26,0
11283,1553,2001-07-03,0
11283,1318,2001-08-04,0
11283,1488,2001-09-17,1
11283,1358,2001-09-30,1
11283,1444,2001-11-08,1
11283,1563,2001-12-07,1
11283,1288,2002-01-08,0
11283,1059,2002-01-31,0
10087,832,2003-02-23,1
10087,659,2003-03-05,1
10087,564,2003-03-23,1
10087,855,2003-04-24,1
10087,1028,2003-06-05,0
10210,833,2012-01-31,1
10210,725,2012-03-19,1
10210,1231,2012-04-23,0
10210,992,2012-06-11,1
10210,909,2012-06-24,0
10210,1199,2012-07-20,1
10210,1097,2012-08-01,1
10210,983,2012-09-06,0
10210,1004,2012-10-03,1
11939,590,2005-09-09,1
11939,539,2005-10-21,1
11939,525,2005-11-09,1
11939,449,2005-12-20,0
11939,647,2006-02-02,1
11939,528,2006-02-18,1
11939,602,2006-03-05,0
11939,465,2006-04-07,1
10107,317,2012-07-30,1
10107,423,2012-09-15,0
10107,326,2012-10-10,1
10107,347,2012-10-24,0
10107,559,2012-11-06,0
10107,349,2012-12-18,0
10107,299,2013-01-04,0
10594,671,2012-08-29,1
10594,981,2012-09-14,0
10594,974,2012-10-19,1
10594,1082,2012-11-14,0
10594,1053,2012-12-04,1
10594,879,2013-01-01,0
10594,938,2013-02-02,0
10594,1044,2013-03-12,1
10594,637,2013-04-20,1
11793,1773,2000-10-23,1
11793,1663,2000-11-09,0
11793,2051,2000-12-11,0
11793,1432,2001-01-05,0
11793,1330,2001-02-02,1
11244,600,2009-11-22,0
11244,662,2009-12-21,0
11244,633,2010-01-03,0
11244,855,2010-02-18,0
11244,647,2010-03-06,0
11244,474,2010-04-11,0
11244,695,2010-05-16,1
11244,539,2010-06-09,1
11244,599,2010-07-22,1
11766,2217,2012-07-09,0
11766,1803,2012-08-21,1
11766,1809,2012-09-21,0
11766,1208,2012-10-22,1
11766,1804,2012-11-17,0
11766,1324,2012-12-15,1
11766,2114,2012-12-25,0
11766,1518,2013-01-20,0
11766,1194,2013-02-03,0
11287,2519,2006-12-23,0
11287,2270,2007-02-09,1
11287,2370,2007-03-20,1
11287,2563,2007-05-07,1
11287,1556,2007-05-26,1
11418,419,2006-02-27,1
11418,301,2006-03-22,0
11418,321,2006-04-30,0
11418,336,2006-06-10,0
11418,422,2006-07-23,0
11418,365,2006-09-08,0
11418,312,2006-10-27,1
11418,432,2006-11-22,1
11418,385,2006-12-28,0
10106,1256,2003-06-15,1
10106,692,2003-07-30,0
10106,888,2003-08-29,1
10106,1003,2003-09-09,1
10106,773,2003-10-02,1
11759,1192,2010-06-09,1
11759,1133,2010-07-27,0
11759,1266,2010-08-17,0
11759,1120,2010-09-05,0
11759,883,2010-10-22,0
11759,1143,2010-12-07,0
11759,930,2010-12-18,0
10716,1751,2002-06-21,1
10716,1901,2002-08-02,1
10716,1512,2002-08-19,1
10716,1183,2002-09-01,0
10716,1256,2002-09-19,0
10716,1067,2002-10-03,0
10716,1992,2002-10-29,0
10716,1724,2002-12-08,0
10716,1309,2002-12-19,0
11492,745,2006-05-13,0
11492,995,2006-06-10,1
11492,847,2006-07-29,1
11492,1044,2006-08-11,1
11492,1072,2006-09-23,1
10693,1241,2011-08-13,1
10693,1194,2011-09-24,0
10693,2060,2011-10-08,0
10693,1730,2011-11-21,1
10693,1439,2011-12-03,1
10693,2346,2012-01-14,1
11539,1926,2006-05-23,0
11539,2874,2006-06-16,0
11539,2608,2006-07-03,1
11539,2455,2006-08-05,0
11539,2671,2006-09-13,1
11023,2602,2007-08-15,0
11023,2004,2007-08-28,1
11023,1600,2007-10-01,1
11023,2242,2007-11-10,1
11023,2128,2007-12-25,0
11023,1618,2008-01-21,1
11023,2395,2008-02-27,1
11023,1418,2008-04-01,0
11023,2471,2008-05-10,0
10275,1332,2012-06-21,0
10275,1278,2012-07-19,0
10275,2245,2012-08-17,1
10275,1913,2012-09-07,0
10275,1668,2012-10-20,0
10275,1565,2012-11-27,0
10275,1605,2013-01-06,0
10275,1871,2013-02-16,0
10709,1770,2014-12-01,1
10709,2869,2014-12-31,1
10709,1876,2015-01-18,1
10709,2716,2015-02-02,1
10709,2801,2015-03-02,0
10709,1974,2015-03-26,1
10709,1910,2015-04-12,0
11587,664,2005-03-30,1
11587,999,2005-04-19,1
11587,629,2005-06-06,0
11587,578,2005-07-18,1
11587,591,2005-07-31,1
11060,611,2000-06-20,0
11060,666,2000-08-03,0
11060,595,2000-08-13,0
11060,497,2000-09-29,1
11060,572,2000-10-12,0
11060,615,2000-11-22,0
11060,619,2000-12-30,0
11060,629,2001-01-30,0
11060,664,2001-03-19,1
11685,978,2003-05-22,1
11685,1088,2003-06-11,0
11685,1143,2003-07-14,0
11685,886,2003-08-16,1
11685,1236,2003-09-15,1
11685,992,2003-10-21,0
11685,1150,2003-11-05,1
10336,938,2014-05-27,1
10336,1324,2014-06-22,0
10336,1833,2014-07-09,1
10336,1251,2014-07-25,1
10336,1101,2014-08-30,1
10336,1429,2014-09-27,1
10336,1791,2014-10-26,0
10336,1615,2014-11-20,1
11731,105,2007-04-12,1
11731,104,2007-05-16,1
11731,126,2007-06-18,1
11731,77,2007-07-13,0
11731,101,2007-08-17,0
11731,115,2007-09-18,0
11731,95,2007-11-02,0
11731,89,2007-12-05,1
11731,77,2008-01-15,0
11147,455,2005-11-28,0
11147,569,2006-01-11,1
11147,625,2006-02-26,0
11147,759,2006-03-09,1
11147,584,2006-03-31,1
11147,727,2006-05-19,0
11030,786,2013-03-30,0
11030,983,2013-04-09,0
11030,1012,2013-05-01,1
11030,1099,2013-05-30,0
11030,925,2013-06-17,1
11030,1033,2013-07-03,1
11030,934,2013-08-08,1
11030,956,2013-08-28,1
10456,244,2011-09-23,0
10456,225,2011-10-05,1
10456,372,2011-10-23,0
10456,299,2011-12-03,1
10456,296,2011-12-15,0
10456,324,2012-01-18,1
10456,235,2012-01-30,1
10456,297,2012-02-29,1
10456,236,2012-04-08,1
10637,1221,2003-05-23,0
10637,1074,2003-07-03,1
10637,818,2003-08-01,1
10637,845,2003-09-17,1
10637,1394,2003-10-10,0
10017,1313,2004-04-15,1
10017,1446,2004-05-06,1
10017,994,2004-06-08,1
10017,1248,2004-06-28,0
10017,1098,2004-07-13,1
10017,1099,2004-08-03,0
10017,1217,2004-08-25,0
10017,1017,2004-09-29,1
11594,660,2007-09-06,1
11594,804,2007-10-04,1
11594,804,2007-10-30,0
11594,680,2007-11-29,1
11594,1114,2008-01-10,1
11594,954,2008-02-23,1
11594,1122,2008-03-28,0
11010,625,2004-06-15,1
11010,599,2004-07-10,0
11010,749,2004-08-23,1
11010,859,2004-10-02,1
11010,562,2004-10-17,0
11010,1007,2004-11-26,0
11420,1698,2013-09-21,0
11420,1468,2013-10-20,0
11420,1816,2013-11-15,0
11420,1139,2013-12-15,1
11420,1947,2014-01-25,0
11420,1372,2014-02-13,1
10908,667,2010-09-10,1
10908,591,2010-10-29,0
10908,855,2010-11-20,1
10908,874,2010-12-01,0
10908,705,2011-01-08,1
10908,756,2011-02-20,0
10908,548,2011-04-04,1
10908,614,2011-05-12,0
10908,812,2011-06-05,1
10741,596,2002-05-02,1
10741,755,2002-06-01,1
10741,748,2002-06-15,0
10741,548,2002-07-15,1
10741,685,2002-08-21,1
10741,686,2002-10-03,1
10741,443,2002-10-24,1
10741,457,2002-12-12,0
10098,157,2000-07-22,1
10098,127,2000-08-03,0
10098,114,2000-09-19,0
10098,156,2000-10-14,1
10098,129,2000-11-29,1
10098,135,2000-12-28,0
10098,157,2001-02-07,1
10098,103,2001-03-17,0
10697,1914,2007-07-09,0
10697,1743,2007-08-17,0
10697,1847,2007-08-27,0
10697,2232,2007-10-13,0
10697,1957,2007-11-14,1
10697,1858,2007-12-13,1
10697,2061,2008-01-16,1
11850,812,2009-11-17,1
11850,993,2009-12-27,1
11850,1209,2010-02-12,1
11850,1064,2010-03-13,1
11850,833,2010-04-16,0
11235,766,2014-09-07,0
11235,1203,2014-10-24,0
11235,748,2014-11-14,1
11235,1230,2014-12-14,0
11235,836,2015-01-14,1
11235,798,2015-02-23,1
11235,933,2015-03-11,1
11235,771,2015-04-05,0
11420,1294,2010-04-12,1
11420,1416,2010-04-24,0
11420,1779,2010-05-30,0
11420,1229,2010-06-14,0
11420,1217,2010-07-20,0
11420,1305,2010-08-28,0
11420,1247,2010-10-01,0
11420,1589,2010-10-18,1
11420,1817,2010-11-16,0
11683,1743,2007-11-23,1
11683,2235,2007-12-06,0
11683,1589,2008-01-21,1
11683,2270,2008-02-07,1
11683,1860,2008-03-05,1
11264,186,2009-09-23,0
11264,218,2009-11-06,1
11264,273,2009-11-27,1
11264,250,2009-12-13,1
11264,272,2010-01-17,1
11261,1658,2009-03-09,0
11261,2410,2009-03-24,1
11261,1897,2009-04-10,1
11261,2073,2009-05-23,0
11261,1780,2009-06-23,1
11261,2067,2009-07-29,1
11261,1479,2009-08-16,1
11261,2275,2009-09-20,0
11261,2482,2009-10-21,0
10261,891,2014-10-12,1
10261,846,2014-11-30,0
10261,850,2014-12-19,1
10261,638,2015-02-01,0
10261,723,2015-02-28,1
10684,109,2014-12-12,1
10684,66,2015-01-27,0
10684,66,2015-02-14,0
10684,117,2015-04-03,0
10684,119,2015-05-22,0
10684,115,2015-07-06,0
10073,1300,2012-07-20,1
10073,1229,2012-08-30,1
10073,1307,2012-09-24,0
10073,829,2012-10-22,1
10073,1035,2012-11-29,0
10073,802,2012-12-12,0
10073,1065,2013-01-14,0
11968,1215,2014-06-17,1
11968,818,2014-07-04,0
11968,1480,2014-08-14,0
11968,1232,2014-09-25,0
11968,848,2014-10-24,1
11968,1007,2014-11-23,0
11968,1211,2014-12-04,0
11968,1312,2014-12-24,0
11593,495,2001-08-28,1
11593,347,2001-09-19,0
11593,298,2001-10-06,0
11593,517,2001-11-17,0
11593,426,2001-12-11,0
11593,293,2002-01-03,1
11593,327,2002-01-19,0
11593,532,2002-02-26,0
11593,481,2002-03-22,0
10933,1289,2002-12-23,1
10933,1278,2003-01-24,0
10933,1359,2003-03-01,0
10933,977,2003-03-23,0
10933,1481,2003-04-17,0
10933,1358,2003-05-26,0
10933,1280,2003-07-02,1
10933,1511,2003-08-20,0
10933,896,2003-09-07,1
10262,544,2006-12-22,1
10262,583,2007-01-14,1
10262,770,2007-03-02,1
10262,497,2007-04-06,1
10262,668,2007-04-21,1
10271,1612,2009-06-19,1
10271,1780,2009-08-06,1
10271,1272,2009-09-05,0
10271,1459,2009-10-04,0
10271,2194,2009-11-22,1
10271,1500,2009-12-14,1
11177,1516,2009-08-22,1
11177,1497,2009-09-20,1
11177,2140,2009-10-08,1
11177,1968,2009-11-10,0
11177,1615,2009-11-21,1
11177,1283,2009-12-09,0
11177,1820,2010-01-19,0
11177,1431,2010-02-16,0
11680,2423,2009-12-09,1
11680,1704,2010-01-05,0
11680,1608,2010-01-22,0
11680,2586,2010-03-09,0
11680,1643,2010-03-26,1
11680,2434,2010-05-10,1
11680,2533,2010-06-02,1
11680,2352,2010-07-20,0
10956,678,2001-03-15,0
10956,746,2001-04-03,0
10956,794,2001-05-14,1
10956,743,2001-06-22,1
10956,1004,2001-08-07,0
10956,772,2001-08-20,0
10956,630,2001-09-05,1
10956,738,2001-10-22,0
10224,1091,2003-03-31,1
10224,931,2003-05-02,1
10224,1008,2003-05-23,0
10224,1237,2003-06-19,1
10224,1006,2003-07-20,0
10224,1088,2003-09-03,1
10224,778,2003-10-14,0
11559,1338,2014-11-17,0
11559,1988,2014-12-22,0
11559,1720,2015-02-01,1
11559,1991,2015-02-21,1
11559,1307,2015-04-05,0
11559,2099,2015-05-09,1
11960,202,2014-09-27,1
11960,119,2014-11-07,1
11960,167,2014-12-18,1
11960,215,2015-01-11,1
11960,141,2015-02-08,1
11960,228,2015-03-20,1
11960,215,2015-04-09,1
11960,197,2015-05-13,0
10543,1580,2011-09-07,1
10543,2084,2011-09-17,1
10543,1620,2011-10-29,0
10543,1903,2011-11-13,1
10543,2441,2011-12-03,0
10543,2390,2011-12-24,0
11024,1510,2003-06-20,1
11024,1519,2003-07-12,1
11024,1273,2003-07-22,1
11024,1128,2003-08-06,0
11024,1112,2003-09-24,1
11024,1479,2003-10-05,1
11072,582,2015-01-26,1
11072,638,2015-02-28,1
11072,539,2015-03-21,0
11072,834,2015-05-02,1
11072,817,2015-06-17,0
11072,957,2015-07-01,0
11072,988,2015-07-14,1
11072,940,2015-07-29,0
11072,932,2015-08-21,1
10671,1908,2010-06-09,0
10671,1688,2010-07-05,0
10671,2380,2010-08-21,1
10671,1766,2010-09-12,0
10671,1554,2010-10-15,1
10671,1764,2010-11-29,0
10671,1543,2011-01-13,1
10671,1353,2011-02-04,0
10671,1428,2011-03-05,1
11740,623,2009-05-13,1
11740,918,2009-06-13,1
11740,508,2009-06-24,0
11740,805,2009-08-06,1
11740,913,2009-08-24,1
11740,908,2009-09-24,0
11740,699,2009-10-18,0
11740,883,2009-11-17,0
11740,835,2009-12-19,1
11147,431,2009-05-09,0
11147,553,2009-05-19,1
11147,380,2009-06-25,0
11147,338,2009-07-19,1
11147,349,2009-09-03,0
11147,502,2009-09-26,1
11147,400,2009-11-05,0
11386,2034,2013-07-31,0
11386,1039,2013-09-12,1
11386,1620,2013-09-29,0
11386,1871,2013-11-04,0
11386,1827,2013-11-24,0
11386,1267,2014-01-12,1
11386,1582,2014-02-24,0
11386,1872,2014-03-09,1
11655,1911,2001-12-06,1
11655,2658,2002-01-07,1
11655,2073,2002-02-19,0
11655,1886,2002-03-20,0
11655,1896,2002-05-08,1
11655,2463,2002-06-04,0
11655,1780,2002-06-20,0
11655,2145,2002-08-08,1
11655,2483,2002-08-30,0
11708,2097,2004-02-13,0
11708,1581,2004-02-28,1
11708,1363,2004-03-18,1
11708,1570,2004-04-17,1
11708,2521,2004-05-25,0
11708,1570,2004-06-17,0
11708,1830,2004-07-27,1
11708,1331,2004-09-03,0
11204,1427,2013-12-20,1
11204,1724,2014-01-02,0
11204,1296,2014-01-30,0
11204,1158,2014-02-10,1
11204,1066,2014-03-13,1
11204,1241,2014-05-01,0
11204,1061,2014-05-19,0
11204,1606,2014-06-15,0
11204,1344,2014-07-25,1
11328,1862,2001-03-10,1
11328,2267,2001-04-12,0
11328,2592,2001-05-29,1
11328,1816,2001-07-08,1
11328,1787,2001-08-06,1
11328,1604,2001-09-12,0
11328,1861,2001-09-23,0
11328,1746,2001-10-03,1
11706,544,2011-06-14,0
11706,382,2011-06-25,0
11706,562,2011-08-13,1
11706,458,2011-09-23,0
11706,533,2011-11-02,0
11706,394,2011-12-12,1
11706,513,2012-01-21,0
10491,958,2003-07-20,0
10491,666,2003-08-14,1
10491,1133,2003-09-28,0
10491,962,2003-11-10,1
10491,1169,2003-12-17,0
10491,753,2004-01-15,1
10491,1063,2004-02-09,0
10491,741,2004-03-26,1
10491,753,2004-05-08,0
10840,2445,2002-10-21,1
10840,2411,2002-11-01,0
10840,1443,2002-11-21,1
10840,1860,2002-12-05,1
10840,1551,2002-12-15,0
10840,1694,2003-01-24,0
10840,1544,2003-02-13,1
10840,1952,2003-03-26,0
11251,464,2000-05-21,1
11251,413,2000-06-23,0
11251,402,2000-07-31,0
11251,568,2000-08-27,0
11251,333,2000-10-12,0
11251,537,2000-11-22,1
11251,385,2000-12-20,1
10729,179,2009-02-23,1
10729,235,2009-03-21,1
10729,212,2009-04-30,0
10729,255,2009-06-03,0
10729,237,2009-07-22,0
11988,549,2001-06-20,1
11988,359,2001-07-17,0
11988,412,2001-07-29,0
11988,691,2001-09-05,1
11988,475,2001-10-09,1
11988,367,2001-11-10,0
11513,1014,2005-12-25,1
11513,1208,2006-01-14,1
11513,769,2006-02-27,0
11513,1199,2006-03-14,1
11513,1057,2006-03-24,1
11513,923,2006-04-08,1
11513,697,2006-05-12,0
11513,685,2006-06-29,1
11513,1185,2006-07-24,1
10156,1471,2012-12-06,1
10156,915,2012-12-31,1
10156,1484,2013-01-21,0
10156,1348,2013-02-08,0
10156,854,2013-03-11,0
10156,1082,2013-04-12,1
10599,1993,2005-01-31,0
10599,2591,2005-02-10,1
10599,2722,2005-03-31,0
10599,1759,2005-05-15,0
10599,2735,2005-06-04,1
10728,1917,2002-10-16,1
10728,2431,2002-12-02,0
10728,2619,2002-12-25,0
10728,2375,2003-02-06,1
10728,1904,2003-03-01,1
10728,1517,2003-03-15,1
10728,2097,2003-04-18,0
10728,1694,2003-06-01,1
10728,1964,2003-06-18,1
10909,996,2005-08-21,1
10909,917,2005-10-05,1
10909,1027,2005-10-23,1
10909,788,2005-11-14,0
10909,829,2005-12-03,1
10909,1150,2006-01-13,0
10909,664,2006-02-12,0
10909,653,2006-03-13,1
10909,1082,2006-04-17,0
10261,1603,2009-09-05,1
10261,2252,2009-09-27,1
10261,2290,2009-10-08,1
10261,2195,2009-10-30,0
10261,1267,2009-11-17,0
11538,1149,2006-03-17,1
11538,844,2006-03-28,0
11538,904,2006-04-21,1
11538,646,2006-06-04,1
11538,714,2006-06-28,0
11538,706,2006-07-15,1
11538,634,2006-08-11,1
11538,715,2006-08-31,1
11538,597,2006-09-28,1
10624,1259,2001-02-18,1
10624,1176,2001-03-20,1
10624,1009,2001-04-03,0
10624,1653,2001-05-20,1
10624,977,2001-06-02,1
10624,1470,2001-06-24,0
10624,1112,2001-07-14,1
10624,989,2001-08-28,1
10624,1044,2001-09-11,0
11882,612,2002-02-09,1
11882,445,2002-02-23,1
11882,608,2002-03-11,0
11882,454,2002-04-01,1
11882,369,2002-05-11,0
11812,1307,2007-11-09,0
11812,1455,2007-11-27,0
11812,931,2007-12-23,1
11812,1096,2008-01-27,0
11812,1482,2008-02-20,1
11812,998,2008-03-16,1
11812,1642,2008-04-11,0
11812,853,2008-05-11,0
11072,1406,2006-04-09,0
11072,1573,2006-04-28,1
11072,1105,2006-05-17,1
11072,1556,2006-06-21,1
11072,915,2006-08-07,0
11072,951,2006-09-14,1
11072,905,2006-10-16,0
10763,1849,2007-09-16,1
10763,1468,2007-10-29,1
10763,1261,2007-11-09,0
10763,1832,2007-11-26,0
10763,2311,2007-12-25,0
10763,1681,2008-01-23,1
11733,1139,2006-03-28,1
11733,949,2006-04-18,1
11733,962,2006-05-12,0
11733,867,2006-06-26,1
11733,1099,2006-07-09,1
11443,2243,2010-05-24,1
11443,1689,2010-06-24,0
11443,1789,2010-07-04,0
11443,1599,2010-07-19,1
11443,2220,2010-08-24,1
11443,1814,2010-10-08,1
11443,1862,2010-11-14,0
11443,2098,2010-11-24,0
11770,1295,2003-09-04,1
11770,1566,2003-09-20,0
11770,1397,2003-10-08,1
11770,1453,2003-11-02,0
11770,1660,2003-12-04,0
11770,1116,2004-01-22,0
11770,1344,2004-02-04,0
10603,296,2004-12-19,1
10603,508,2005-01-24,0
10603,568,2005-03-05,0
10603,441,2005-03-30,0
10603,395,2005-05-03,1
10603,426,2005-05-15,1
10603,540,2005-06-11,0
11574,169,2012-06-22,1
11574,206,2012-07-20,0
11574,165,2012-08-03,1
11574,182,2012-09-14,1
11574,138,2012-10-16,0
11574,220,2012-11-13,0
11574,174,2012-12-01,0
11574,130,2013-01-17,1
11574,148,2013-01-27,0
11035,1629,2005-09-04,0
11035,2769,2005-09-17,0
11035,2587,2005-10-17,0
11035,2104,2005-11-19,0
11035,2058,2005-12-04,1
11208,390,2003-02-11,0
11208,395,2003-03-01,0
11208,404,2003-04-11,1
11208,758,2003-05-28,1
11208,473,2003-06-18,1
11208,756,2003-07-22,0
10769,210,2012-01-28,1
10769,135,2012-03-08,1
10769,210,2012-03-18,1
10769,191,2012-04-23,1
10769,183,2012-05-29,1
10769,165,2012-06-08,0
10769,209,2012-07-22,0
10769,136,2012-08-26,0
10769,152,2012-09-10,0
10271,76,2013-07-28,1
10271,57,2013-08-17,1
10271,70,2013-09-27,1
10271,100,2013-11-10,1
10271,70,2013-11-23,1
10271,96,2014-01-06,1
11448,451,2002-11-29,0
11448,309,2002-12-09,0
11448,357,2003-01-03,0
11448,298,2003-01-19,1
11448,332,2003-03-02,1
11448,281,2003-03-20,0
11448,249,2003-04-30,1
11372,2027,2010-07-14,1
11372,2115,2010-07-29,0
11372,2000,2010-08-18,0
11372,1580,2010-08-28,1
11372,2713,2010-10-16,0
11372,1935,2010-12-04,1
10850,1712,2012-01-10,1
10850,949,2012-02-23,1
10850,1817,2012-03-16,0
10850,1039,2012-04-12,1
10850,1360,2012-04-22,0
10850,1578,2012-05-13,0
10906,277,2012-06-02,1
10906,374,2012-06-13,1
10906,492,2012-07-22,1
10906,319,2012-09-05,1
10906,450,2012-09-23,1
10906,453,2012-10-28,1
10906,321,2012-11-17,0
10906,335,2012-11-30,1
11631,564,2004-10-01,1
11631,790,2004-11-06,1
11631,743,2004-12-10,1
11631,651,2004-12-21,1
11631,832,2005-01-03,0
11631,751,2005-02-13,0
10426,290,2010-07-31,0
10426,339,2010-09-05,1
10426,208,2010-10-03,1
10426,315,2010-10-14,0
10426,204,2010-11-11,1
10426,286,2010-12-21,0
10426,284,2011-01-10,0
10426,227,2011-01-25,0
10426,320,2011-02-05,1
10239,2536,2013-08-27,0
10239,2493,2013-10-07,1
10239,1667,2013-11-09,1
10239,1821,2013-12-09,0
10239,1435,2014-01-20,0
10552,1198,2005-02-20,0
10552,642,2005-04-05,1
10552,605,2005-05-05,1
10552,827,2005-05-28,1
10552,1030,2005-06-27,1
10552,1073,2005-07-07,0
10552,1195,2005-08-19,1
10552,892,2005-09-24,0
10552,818,2005-10-08,1
11113,1695,2001-10-29,0
11113,1934,2001-12-01,1
11113,2437,2001-12-14,1
11113,2489,2002-01-07,1
11113,1966,2002-02-13,1
11113,2493,2002-03-14,0
11023,402,2007-08-18,1
11023,441,2007-09-16,0
11023,319,2007-10-05,1
11023,387,2007-11-10,0
11023,328,2007-12-24,1
11023,341,2008-01-17,1
10918,349,2007-02-21,1
10918,248,2007-03-10,0
10918,325,2007-04-25,0
10918,445,2007-05-17,1
10918,358,2007-07-03,1
10918,376,2007-07-26,1
10918,282,2007-08-22,0
10918,369,2007-09-11,0
10918,313,2007-10-09,1
10939,272,2003-03-12,1
10939,446,2003-03-26,1
10939,399,2003-04-12,1
10939,399,2003-05-10,0
10939,433,2003-06-04,0
11505,426,2003-11-01,0
11505,402,2003-12-14,0
11505,595,2004-01-27,1
11505,354,2004-02-25,0
11505,535,2004-04-13,1
10945,2245,2006-06-01,1
10945,1499,2006-07-13,0
10945,1644,2006-08-31,1
10945,1845,2006-10-11,0
10945,2791,2006-10-23,0
11932,2506,2014-01-23,1
11932,1632,2014-03-08,0
11932,1570,2014-04-05,1
11932,1401,2014-05-12,0
11932,1740,2014-06-09,0
11932,1448,2014-07-19,0
11932,2278,2014-08-09,0
11932,1703,2014-09-12,1
11915,1879,2003-09-01,1
11915,2104,2003-10-06,1
11915,1376,2003-11-10,1
11915,2290,2003-12-26,0
11915,2046,2004-02-11,0
10802,545,2004-01-12,0
10802,548,2004-01-29,0
10802,824,2004-02-25,1
10802,504,2004-03-09,1
10802,566,2004-03-31,1
10802,788,2004-05-11,0
10802,607,2004-06-02,1
10802,665,2004-06-25,0
10802,546,2004-08-10,0
11669,193,2014-06-29,0
11669,337,2014-07-15,1
11669,332,2014-07-28,0
11669,328,2014-09-09,1
11669,223,2014-10-01,1
10040,1341,2002-02-22,0
10040,878,2002-03-23,0
10040,1011,2002-04-25,0
10040,1071,2002-05-25,1
10040,1229,2002-06-28,1
11427,1755,2008-08-10,0
11427,1824,2008-08-31,0
11427,1424,2008-10-16,1
11427,1721,2008-11-28,1
11427,2051,2009-01-01,0
11093,353,2005-05-20,1
11093,535,2005-07-06,1
11093,475,2005-07-30,1
11093,419,2005-08-13,1
11093,419,2005-09-30,0
11093,300,2005-10-30,1
11093,288,2005-11-13,0
11093,356,2005-12-20,1
11093,429,2006-01-06,0
10617,1223,2013-05-25,0
10617,1497,2013-06-17,0
10617,976,2013-07-31,1
10617,1332,2013-08-31,0
10617,1443,2013-09-24,1
10617,1579,2013-10-10,0
10617,1444,2013-11-23,1
11730,2574,2013-04-24,1
11730,2153,2013-05-25,1
11730,2055,2013-06-13,1
11730,2701,2013-06-29,1
11730,1888,2013-08-15,0
11730,2393,2013-09-05,1
11730,2116,2013-10-08,0
11730,1634,2013-10-19,0
10851,1803,2009-11-28,1
10851,2064,2010-01-15,0
10851,2382,2010-02-10,0
10851,2075,2010-03-05,0
10851,2596,2010-03-21,0
10851,1540,2010-04-04,0
10851,1718,2010-05-03,0
10589,638,2006-03-30,1
10589,466,2006-04-30,0
10589,679,2006-05-11,1
10589,780,2006-06-15,1
10589,835,2006-07-05,1
10589,688,2006-08-15,0
10589,609,2006-09-10,1
10589,483,2006-10-21,0
11827,2438,2005-01-14,0
11827,2755,2005-02-26,1
11827,2770,2005-04-11,1
11827,2573,2005-05-28,1
11827,2713,2005-07-14,0
11827,2820,2005-08-17,0
11827,1790,2005-09-25,0
11827,2101,2005-10-05,0
11827,1494,2005-11-14,1
11965,1049,2000-05-19,0
11965,1091,2000-06-14,1
11965,726,2000-07-31,1
11965,960,2000-08-27,1
11965,1130,2000-10-11,1
11965,726,2000-11-04,1
11965,1066,2000-12-15,1
11965,1020,2001-01-10,1
11947,2087,2011-12-18,1
11947,1949,2012-01-11,1
11947,2064,2012-01-28,0
11947,1073,2012-02-16,0
11947,1113,2012-03-05,0
11947,1462,2012-04-04,1
11947,1355,2012-04-19,1
11947,2005,2012-05-11,1
10116,1973,2013-06-05,0
10116,2336,2013-06-22,0
10116,2855,2013-07-17,0
10116,1860,2013-08-05,0
10116,1690,2013-08-27,0
10144,1699,2001-12-08,0
10144,1744,2001-12-23,1
10144,1400,2002-02-09,1
10144,1127,2002-03-12,1
10144,1707,2002-04-23,1
10144,946,2002-05-11,1
11175,597,2014-05-02,0
11175,482,2014-06-13,1
11175,551,2014-07-29,1
11175,932,2014-08-24,1
11175,937,2014-09-20,1
11175,715,2014-10-30,0
11175,753,2014-11-22,0
11175,508,2014-12-05,1
11175,557,2015-01-03,0
11927,1824,2010-11-26,1
11927,2702,2011-01-09,1
11927,2477,2011-02-08,0
11927,2195,2011-03-12,0
11927,1662,2011-04-07,1
11927,1791,2011-05-16,1
11927,2207,2011-06-19,1
11927,2501,2011-07-10,0
11927,2152,2011-08-08,1
11716,2036,2010-10-21,0
11716,1610,2010-11-28,1
11716,1676,2010-12-19,0
11716,1638,2011-01-17,0
11716,2283,2011-02-20,0
11716,2268,2011-04-07,0
11188,1324,2014-07-20,1
11188,1373,2014-08-26,1
11188,1105,2014-09-08,1
11188,1302,2014-09-20,0
11188,1170,2014-10-15,0
11188,1034,2014-10-30,1
11188,896,2014-11-19,0
11188,800,2015-01-06,1
11045,2405,2005-03-28,0
11045,2571,2005-04-27,0
11045,2898,2005-05-31,1
11045,1675,2005-07-01,0
11045,1478,2005-08-07,1
